id_order,lat,long,order_dttm,flag_trip
ORD000202,55.596349881970376,37.76487145811669,2025-03-01 22:26:26,1
ORD000203,55.48305607276047,37.50455468026054,2025-03-01 17:33:08,1
ORD000207,55.75069123044779,37.35679344089081,2025-03-01 07:44:38,1
ORD000208,55.65855154493058,37.735973014840326,2025-03-01 16:56:31,1
ORD000210,55.65403767386011,37.67527806391362,2025-03-01 10:14:24,1
ORD000211,55.74249418154497,37.41408197654839,2025-03-01 23:50:22,1
ORD000212,55.79922077454441,37.54798641281945,2025-03-01 21:03:48,1
ORD000214,55.7314760797008,37.61915984692177,2025-03-01 17:26:00,1
ORD000215,55.61025947909357,37.594824420307845,2025-03-01 19:33:16,1
ORD000216,55.92019797840322,37.41398735599366,2025-03-01 02:24:35,1
ORD000219,55.71184587403721,37.43314062161701,2025-03-01 02:36:15,1
ORD000220,55.82441473935916,37.60613324496823,2025-03-01 13:14:53,1
ORD000221,55.57716206090328,37.62785909602212,2025-03-01 12:27:11,1
ORD000222,55.509657358602745,37.70637852880503,2025-03-01 03:11:27,1
ORD000224,55.50962883238393,37.58446411268063,2025-03-01 05:19:17,1
ORD000226,55.81319525481632,37.454928391676056,2025-03-01 10:27:52,1
ORD000230,55.79436309416232,37.54847291054378,2025-03-01 13:43:31,1
ORD000234,55.57756916266134,37.38225368404773,2025-03-01 10:50:27,1
ORD000236,55.67474610719537,37.893487518692666,2025-03-01 02:46:09,1
ORD000237,55.70018177622767,37.45727354636185,2025-03-01 09:02:51,1
ORD000238,55.87591494095317,37.80692807461951,2025-03-01 14:14:51,1
ORD000239,55.73771607573594,37.62587178992767,2025-03-01 06:13:17,1
ORD000240,55.607571981917374,37.65780012649376,2025-03-01 15:33:40,1
ORD000241,55.84570921073943,37.34417408397118,2025-03-01 18:05:43,1
ORD000244,55.623899119429495,37.63009538791155,2025-03-01 12:35:32,1
ORD000245,56.01261100459259,37.66773018529842,2025-03-01 09:02:17,1
ORD000246,55.95478867492463,37.7909769407823,2025-03-01 11:34:52,1
ORD000247,55.5874399915577,37.6723166835725,2025-03-01 02:07:49,1
ORD000248,55.84322721349135,37.72195300472489,2025-03-01 06:51:03,1
ORD000249,55.96141540014104,37.55389924151602,2025-03-01 21:52:06,1
ORD000250,55.75631313694278,37.87033215820525,2025-03-01 07:48:53,1
ORD000252,55.80828926917383,37.542282496378135,2025-03-01 14:40:42,1
ORD000255,55.66598966172044,37.88306720334133,2025-03-01 08:05:41,1
ORD000256,55.96294874997584,37.61871390485236,2025-03-01 04:33:43,1
ORD000257,55.56550173186097,37.78921647245696,2025-03-01 03:23:56,1
ORD000260,55.79391559546652,37.4729117209433,2025-03-01 20:05:15,1
ORD000264,55.62710451924962,37.71332799197654,2025-03-01 22:32:49,1
ORD000265,56.00893174334245,37.75444064970665,2025-03-01 04:25:37,1
ORD000266,55.925236390530685,37.71925505155937,2025-03-01 14:39:38,1
ORD000268,55.65572672414691,37.786487915351614,2025-03-01 16:04:16,1
ORD000271,55.60699374923505,37.69987651624866,2025-03-01 13:58:46,1
ORD000272,55.931567905715234,37.42051809921639,2025-03-01 09:20:05,1
ORD000273,55.579093750304615,37.502507307961125,2025-03-01 06:46:57,1
ORD000274,55.905719291341725,37.379661448064006,2025-03-01 10:00:48,1
ORD000276,55.51321376111204,37.76479213984068,2025-03-01 14:47:05,1
ORD000280,55.48612322159918,37.68052841055142,2025-03-01 02:43:19,1
ORD000281,55.8924560961676,37.44020976898884,2025-03-01 17:15:06,1
ORD000282,55.642590985396126,37.34978278590721,2025-03-01 02:16:58,1
ORD000283,55.52265045320645,37.72141563317641,2025-03-01 15:01:24,1
ORD000286,55.79161020281756,37.44112474844761,2025-03-01 17:50:31,1
ORD000287,56.03451183965582,37.724805951204665,2025-03-01 16:22:49,1
ORD000291,55.634478696957466,37.58441762603583,2025-03-01 01:14:38,1
ORD000292,55.99633376117742,37.48265573716925,2025-03-01 10:03:01,1
ORD000295,55.78844919596748,37.4793674829457,2025-03-01 18:52:11,1
ORD000298,55.86267080935199,37.39620987921502,2025-03-01 23:56:21,1
ORD000299,55.57135549872425,37.62532232377958,2025-03-01 17:24:06,1
ORD000300,55.7086420519967,37.779967297439335,2025-03-01 03:10:56,1
ORD000301,55.53548935506765,37.71874153736696,2025-03-01 19:56:27,1
ORD000302,55.72702851012384,37.76065810760316,2025-03-01 01:35:53,1
ORD000303,55.87817799089876,37.63726308082145,2025-03-01 09:05:30,1
ORD000304,55.61682748240938,37.73595279849288,2025-03-01 12:23:11,1
ORD000313,55.60069929768986,37.75746562862796,2025-03-01 19:30:02,1
ORD000314,55.77599775280483,37.87558188973902,2025-03-01 08:57:23,1
ORD000315,55.95288544052087,37.58509310113465,2025-03-01 10:17:46,1
ORD000316,55.63673605248851,37.60584154283986,2025-03-01 09:45:32,1
ORD000317,55.82180511792742,37.63121616900156,2025-03-01 11:45:12,1
ORD000319,55.821655709019446,37.628772551817605,2025-03-01 18:49:13,1
ORD000320,56.04177244230788,37.633304738835086,2025-03-01 20:11:38,1
ORD000321,55.87689907897062,37.4540675437524,2025-03-01 06:29:19,1
ORD000322,55.81477461443058,37.664916485627394,2025-03-01 08:40:20,1
ORD000323,55.97330588767818,37.458618328524224,2025-03-01 19:25:42,1
ORD000324,55.736725928476254,37.3890275465311,2025-03-01 18:52:12,1
ORD000325,55.90724484567952,37.38076461299016,2025-03-01 05:30:08,1
ORD000326,55.80251323763705,37.89342818458873,2025-03-01 13:50:56,1
ORD000329,55.65298639877661,37.84933345546145,2025-03-01 02:40:11,1
ORD000337,55.73179447712064,37.58265185636197,2025-03-01 22:07:26,1
ORD000339,55.7015691912356,37.87746807132299,2025-03-01 15:12:38,1
ORD000340,55.4825558777703,37.532037193697946,2025-03-01 22:59:30,1
ORD000342,55.59822903563536,37.807248358955846,2025-03-01 13:47:07,1
ORD000343,55.98692800990521,37.43691744230235,2025-03-01 08:56:46,1
ORD000345,55.55657558607162,37.7333911717747,2025-03-01 18:43:28,1
ORD000346,55.90731341923174,37.48804988194847,2025-03-01 02:20:00,1
ORD000347,55.666547398048536,37.39895283494071,2025-03-01 13:42:46,1
ORD000349,55.75732628732224,37.44743324679316,2025-03-01 10:17:03,1
ORD000352,55.82163407867521,37.85415136152261,2025-03-01 10:23:52,1
ORD000353,55.78675174571889,37.78982283833994,2025-03-01 20:51:18,1
ORD000354,55.65614044267276,37.53395206252593,2025-03-01 12:13:29,1
ORD000355,55.53370452927764,37.678226651636166,2025-03-01 16:08:31,1
ORD000357,55.767988531215146,37.460854901314015,2025-03-01 10:18:28,1
ORD000358,55.73733474665866,37.39485590572386,2025-03-01 06:12:13,1
ORD000360,55.89579638636016,37.48159522841296,2025-03-01 00:01:24,1
ORD000362,55.74508954444647,37.39280136772575,2025-03-01 07:32:50,1
ORD000365,55.80005121968259,37.65851784230249,2025-03-01 08:35:16,1
ORD000366,55.53932244811202,37.46641277384787,2025-03-01 20:39:53,1
ORD000367,55.492012907066936,37.58295453243461,2025-03-01 05:34:25,1
ORD000369,55.99543032996211,37.55399970433389,2025-03-01 10:24:58,1
ORD000373,55.8713829490932,37.78454488946549,2025-03-01 10:02:05,1
ORD000374,55.62085745448066,37.47320710452527,2025-03-01 00:07:34,1
ORD000375,55.69425925903236,37.85801106438142,2025-03-01 19:05:18,1
ORD000377,55.78634990245462,37.60892013369732,2025-03-01 17:09:07,1
ORD000378,55.90038803499075,37.51709546605122,2025-03-01 13:57:41,1
ORD000379,55.84082018396416,37.35372046775637,2025-03-01 17:29:41,1
ORD000380,55.92404053647368,37.79247902314425,2025-03-01 03:04:57,1
ORD000381,55.64461991847468,37.74422113230937,2025-03-01 13:10:00,1
ORD000382,55.653890482363394,37.798436157513,2025-03-01 14:22:49,1
ORD000383,55.7312903665503,37.38109039493539,2025-03-01 23:04:57,1
ORD000384,55.73689318325536,37.9003216712369,2025-03-01 17:30:41,1
ORD000387,56.00919001342889,37.68307244939616,2025-03-01 07:04:16,1
ORD000388,55.48500530246379,37.5807148145406,2025-03-01 23:16:37,1
ORD000390,55.83063205769598,37.344819472149794,2025-03-01 00:08:28,1
ORD000391,55.85541726754651,37.3946427120696,2025-03-01 13:51:21,1
ORD000395,55.47198141189431,37.71109143446717,2025-03-01 15:10:14,1
ORD000396,55.727441964801926,37.44399034490216,2025-03-01 14:38:37,1
ORD000399,55.88878507417491,37.36621798988583,2025-03-01 21:41:27,1
ORD000400,55.85198584574032,37.34812425448605,2025-03-01 22:36:06,1
ORD000401,55.85024347179155,37.85161565458694,2025-03-01 00:07:33,1
ORD000402,55.62398422428326,37.538929968732255,2025-03-01 17:27:36,1
ORD000403,55.56135993916415,37.541593481597104,2025-03-01 09:36:22,1
ORD000404,55.846010502031056,37.58751508934462,2025-03-01 16:25:50,1
ORD000406,55.6308490750921,37.66770752143483,2025-03-01 21:59:51,1
ORD000407,55.60133944009562,37.80463300878007,2025-03-01 05:17:49,1
ORD000409,55.79948686314932,37.90844704281674,2025-03-01 14:59:25,1
ORD000413,55.674761919455726,37.36147319345285,2025-03-01 13:22:33,1
ORD000418,55.45864657704512,37.63448617663068,2025-03-01 16:17:25,1
ORD000419,55.56065192466137,37.77120811180495,2025-03-01 05:07:44,1
ORD000421,55.83459775432833,37.7960338052798,2025-03-01 13:44:48,1
ORD000422,55.73758775680125,37.761836430554254,2025-03-01 13:54:24,1
ORD000423,56.03217955954928,37.609590820468526,2025-03-01 16:34:46,1
ORD000424,56.00740783584912,37.71698512009291,2025-03-01 15:53:40,1
ORD000425,55.95797901794057,37.81013883753606,2025-03-01 19:12:36,1
ORD000426,55.67642295876244,37.64479476769874,2025-03-01 19:18:29,1
ORD000427,55.83106657299962,37.73926129522845,2025-03-01 10:41:18,1
ORD000428,55.60304683781551,37.36969985500195,2025-03-01 22:47:05,1
ORD000430,55.75841594893779,37.777202883077145,2025-03-01 20:08:08,1
ORD000431,55.65061616663355,37.58418349478629,2025-03-01 22:34:11,1
ORD000432,55.61377508614154,37.6337463935784,2025-03-01 02:23:26,1
ORD000433,56.04348303845339,37.632347425134896,2025-03-01 15:19:00,1
ORD000434,55.61738923171556,37.67503309122434,2025-03-01 22:47:41,1
ORD000435,55.74381352928093,37.34776502464687,2025-03-01 13:12:54,1
ORD000437,55.725275301332736,37.869164800181146,2025-03-01 23:00:14,1
ORD000438,55.62268326614716,37.85854490067664,2025-03-01 04:49:25,1
ORD000440,55.5003166343068,37.68147076402218,2025-03-01 16:42:13,1
ORD000446,55.60533432828289,37.67962491728355,2025-03-01 22:31:12,1
ORD000447,55.847469584743685,37.75223415706146,2025-03-01 08:34:23,1
ORD000448,55.7737328530846,37.871403784745134,2025-03-01 21:34:52,1
ORD000450,55.77499271908228,37.66725180702665,2025-03-01 20:53:24,1
ORD000452,55.878813743511,37.68286389705703,2025-03-01 16:06:06,1
ORD000453,55.51376709345586,37.52472664522324,2025-03-01 20:36:22,1
ORD000455,55.773321328363615,37.42122366384909,2025-03-01 23:20:38,1
ORD000459,55.789850022203154,37.5329669880554,2025-03-01 12:36:58,1
ORD000461,55.79113137999383,37.85709537124841,2025-03-01 19:59:00,1
ORD000463,55.57962146627329,37.49735515682619,2025-03-01 07:27:18,1
ORD000464,55.93866982694775,37.725571449591385,2025-03-01 22:08:48,1
ORD000465,55.99386427797986,37.73234290695727,2025-03-01 10:43:59,1
ORD000468,56.02986555870661,37.5262300154241,2025-03-01 09:00:21,1
ORD000470,55.74292658209943,37.57870931146475,2025-03-01 18:57:42,1
ORD000474,55.90209313882018,37.5395710182836,2025-03-01 15:25:47,1
ORD000476,55.76289684982103,37.734334433385285,2025-03-01 09:58:38,1
ORD000481,55.73190972282723,37.84194000761466,2025-03-01 07:38:14,1
ORD000487,55.81492959388705,37.61127197141875,2025-03-01 12:33:48,1
ORD000488,55.67657002168319,37.89376982535842,2025-03-01 22:33:57,1
ORD000490,55.89989320938265,37.7089726634384,2025-03-01 20:58:45,1
ORD000491,55.68796668616916,37.37068838883448,2025-03-01 16:39:10,1
ORD000492,55.76395976997853,37.54983621509663,2025-03-01 09:19:46,1
ORD000495,55.50089268208035,37.52088949904528,2025-03-01 01:03:41,1
ORD000498,55.77040614833843,37.34219179012918,2025-03-01 02:08:07,1
ORD000502,55.67942104488285,37.33042120228892,2025-03-01 00:29:40,1
ORD000503,55.70011067663858,37.47660075956276,2025-03-01 02:32:35,1
ORD000504,55.67128968333685,37.76985269041257,2025-03-01 21:30:58,1
ORD000505,55.81962312805874,37.58617743597346,2025-03-01 16:19:36,1
ORD000506,55.74572448239273,37.66930066121668,2025-03-01 12:40:34,1
ORD000510,55.76728169251232,37.52396827129018,2025-03-01 16:43:08,1
ORD000511,55.91776940735996,37.38875094738175,2025-03-01 10:29:56,1
ORD000512,55.81153333284258,37.764921997312,2025-03-01 10:49:28,1
ORD000513,55.54133390168256,37.55858712407869,2025-03-01 08:09:45,1
ORD000514,56.03620727611354,37.66895342381488,2025-03-01 01:03:05,1
ORD000516,55.93871691046786,37.81654355814101,2025-03-01 22:29:06,1
ORD000518,55.679336329672665,37.62331456677583,2025-03-01 03:29:54,1
ORD000519,55.59808478399365,37.40178968656054,2025-03-01 17:29:25,1
ORD000520,55.84594764884832,37.40502489707713,2025-03-01 13:36:50,1
ORD000521,55.8870276221118,37.879614356010094,2025-03-01 02:43:52,1
ORD000522,55.64855690241698,37.44622511626357,2025-03-01 09:24:39,1
ORD000523,55.98438352648117,37.60333578051685,2025-03-01 19:32:25,1
ORD000524,55.85248938471597,37.50856698649908,2025-03-01 22:37:25,1
ORD000528,55.5683918157444,37.672521319121806,2025-03-01 14:24:22,1
ORD000530,56.005297074110416,37.75087995005895,2025-03-01 02:40:47,1
ORD000532,55.677309760251774,37.39906487685555,2025-03-01 09:46:50,1
ORD000533,55.94108611391776,37.723001020936,2025-03-01 08:16:08,1
ORD000535,55.75914456819539,37.42454595269789,2025-03-01 12:15:42,1
ORD000536,55.94912849737693,37.68352262170133,2025-03-01 15:19:30,1
ORD000538,55.964009609772845,37.4989068751522,2025-03-01 13:39:58,1
ORD000540,55.628237416747176,37.3752672701098,2025-03-01 00:33:06,1
ORD000543,55.79867285318441,37.686738129752,2025-03-01 01:21:03,1
ORD000545,55.820341773781806,37.66626033845067,2025-03-01 18:46:16,1
ORD000546,55.667721021171936,37.34590052984676,2025-03-01 18:00:32,1
ORD000549,55.76640232718194,37.45610486735532,2025-03-01 06:11:35,1
ORD000550,55.90490435402101,37.48620297848072,2025-03-01 06:08:02,1
ORD000551,56.019569467864095,37.55826021990299,2025-03-01 00:03:21,1
ORD000553,55.73444411678719,37.5883725960588,2025-03-01 20:03:57,1
ORD000555,55.93421204822224,37.8257408293861,2025-03-01 06:48:02,1
ORD000556,55.4883362194248,37.725807713247455,2025-03-01 01:50:54,1
ORD000557,55.69374036944249,37.3946245649928,2025-03-01 09:26:44,1
ORD000560,55.58657112217982,37.81695752788934,2025-03-01 17:32:14,1
ORD000562,56.0044400481353,37.68669485641211,2025-03-01 17:11:10,1
ORD000563,55.75059545956027,37.33300005121683,2025-03-01 07:49:07,1
ORD000564,55.4740603428324,37.64499045916767,2025-03-01 04:39:29,1
ORD000565,55.97744552542445,37.66261209556641,2025-03-01 08:08:07,1
ORD000566,56.02880198853635,37.53380183656897,2025-03-01 18:35:54,1
ORD000568,55.700945899880345,37.64846416681596,2025-03-01 15:46:49,1
ORD000570,55.66343820308786,37.7312513673256,2025-03-01 02:42:19,1
ORD000572,55.89152095504723,37.50986920918344,2025-03-01 01:48:17,1
ORD000573,55.470843478206994,37.59083963411059,2025-03-01 11:56:03,1
ORD000575,55.75134078171335,37.47492912608551,2025-03-01 11:57:17,1
ORD000576,55.54083802818278,37.65807687798699,2025-03-01 17:57:18,1
ORD000578,55.67665386107103,37.90190077862061,2025-03-01 17:59:08,1
ORD000579,55.86582091691361,37.43112470274613,2025-03-01 10:26:37,1
ORD000582,55.76042029673263,37.67798182546747,2025-03-01 10:36:08,1
ORD000587,55.59774763947176,37.564889605984206,2025-03-01 12:39:53,1
ORD000593,55.99536870085259,37.62726882872172,2025-03-01 08:26:11,1
ORD000594,56.01894998768364,37.68881525333536,2025-03-01 18:19:31,1
ORD000596,55.55918078861429,37.64152915084605,2025-03-01 08:40:43,1
ORD000597,55.91408716708415,37.67826288022593,2025-03-01 22:08:22,1
ORD000598,55.70237343120362,37.553581847197286,2025-03-01 06:49:40,1
ORD000599,55.72071677070574,37.53131061747313,2025-03-01 18:22:52,1
ORD000601,55.75981219185605,37.516102625597725,2025-03-01 14:58:04,1
ORD000602,56.022152705449656,37.66596113497106,2025-03-01 07:08:54,1
ORD000603,55.79614250612073,37.35936096593596,2025-03-01 01:02:50,1
ORD000605,56.02872597711251,37.51288421826813,2025-03-01 11:22:10,1
ORD000608,55.54446832732182,37.663282675396495,2025-03-01 15:48:23,1
ORD000612,55.92826233104412,37.59021508646556,2025-03-01 19:54:25,1
ORD000616,55.61998227796119,37.51251652751908,2025-03-01 09:39:39,1
ORD000618,55.87600367145063,37.457985435284016,2025-03-01 01:35:42,1
ORD000622,55.48694576610958,37.74765527592979,2025-03-01 13:22:03,1
ORD000624,55.679181142797326,37.40039314961268,2025-03-01 10:24:36,1
ORD000626,55.87391159894642,37.432165691170326,2025-03-01 09:16:03,1
ORD000627,55.72277240129954,37.840655600455605,2025-03-01 16:30:27,1
ORD000628,55.62669353677436,37.69440611202345,2025-03-01 16:29:42,1
ORD000630,55.60419910028461,37.46231151681013,2025-03-01 11:29:09,1
ORD000631,55.8436986097339,37.489636525658376,2025-03-01 09:41:10,1
ORD000633,55.81555135718908,37.71061951514769,2025-03-01 08:50:51,1
ORD000635,55.72758898149184,37.32891080342582,2025-03-01 16:42:53,1
ORD000637,55.86450902200175,37.70362569708461,2025-03-01 08:28:26,1
ORD000639,55.60332618026072,37.36945311345008,2025-03-01 22:58:50,1
ORD000640,55.87284418765668,37.47148145017572,2025-03-01 12:59:58,1
ORD000641,55.946690650437205,37.4368354865064,2025-03-01 13:50:02,1
ORD000642,55.57798848902005,37.61021919809782,2025-03-01 19:46:52,1
ORD000643,55.78400898515152,37.51028339731978,2025-03-01 12:12:40,1
ORD000644,55.509985059858536,37.77261469708341,2025-03-01 14:30:55,1
ORD000648,55.94558731552048,37.81991088410184,2025-03-01 19:13:52,1
ORD000649,55.54465996560455,37.42473980935029,2025-03-01 11:37:43,1
ORD000651,56.02965648792747,37.50752063031813,2025-03-01 19:45:47,1
ORD000652,55.62190190069456,37.54315455039915,2025-03-01 16:31:59,1
ORD000654,55.88188711298608,37.52903044189639,2025-03-01 08:33:20,1
ORD000656,55.59907322050915,37.81541446033656,2025-03-01 15:29:31,1
ORD000660,55.81693829525337,37.51679178623091,2025-03-01 02:45:42,1
ORD000663,55.88243262142346,37.70054019678416,2025-03-01 07:49:55,1
ORD000664,55.55886435619341,37.62864063252464,2025-03-01 09:57:43,1
ORD000666,55.70972603811704,37.508518277667896,2025-03-01 15:33:40,1
ORD000668,55.67365865890765,37.65920933914371,2025-03-01 21:46:36,1
ORD000669,55.79097713456402,37.56404726601285,2025-03-01 13:56:45,1
ORD000670,55.8586468172191,37.85532346716754,2025-03-01 19:16:55,1
ORD000673,55.64230618739021,37.63082891859536,2025-03-01 07:27:53,1
ORD000675,55.95541030484532,37.642042498966966,2025-03-01 07:12:18,1
